ID,Name,Yield Count,Yield Units,Yield Units Descriptor,Cost,Cost Per Unit,Categories,Allergens,Label Certifications,Ingredient List,Target Margin,Minimum Sell Price (calculated based on target margin),Sell Quantity,Sell Price,Sell Price Per Unit,Sell Margin,Food Cost Percentage
286290,Peach Cobbler Icrecream,2.0,each,tubs,102615.936,51307.968,Dairy Ice Cream,"Gluten, Milk","","cinnamon crisp (white sugar, flour, butter, light brown sugar, baking vanilla, sea salt, cinnamon (powdered)), peach, sugar, pectin, roasted peaches (peaches, light brown sugar), buttermilk powder- sweet cream churned buttermilk, sweet dairy whey, lactic acid, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peach flavor gmf",,,1,,,,
239650,Peanut brittle,620.0,g,Grams (chopped),2.289,0.00369,"","Milk, Peanuts","","honey roasted peanuts, white sugar, light corn syrup, butter, water, baking soda, sea salt",,,1,,,,
286291,Pear Cardamom Walnut Streusel Icecream,2.5,each,tubs,242.386,96.954,Dairy Ice Cream,Milk,"","white sugar, dried pears, indonesian vanilla extract 2x, cardamom (powdered), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), pear puree",,,1,,,,
286293,Pear Hazelnut Icecream,2.0,each,tubs,8412.22,4206.11,Dairy Ice Cream,"Milk, Tree nuts","","hazelnut praline (white sugar, hazelnuts, salt), fabbri hazelnut spread, white sugar, dried pears, indonesian vanilla extract 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), pear puree",,,1,,,,
241287,Peppermint Bark,1.0,each,Serving,13.364,13.364,"","Milk, Soy","","chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), white chocolate, peppermint candy, peppermint oil, canola oil",,,1,,,,
283945,Peppermint Bark Icecream,2.0,each,tubs,20781.496,10390.748,Dairy Ice Cream,"Milk, Soy","","peppermint bark (chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), white chocolate, peppermint candy, peppermint oil, canola oil), beet powder, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peppermint oil",,,1,,,,
230250,Peppermint hot cocoa cookies,1.0,each,Batch,4.432,4.432,"","Milk, Soy","","mini chocolate chips (sugar; unsweetened chocolate; cocoa butter; soy lecithin; natural vanilla extract), dehydrated mini mallows",,,1,,,,
286294,Pickle Icecream,1.5,each,tubs,108.979,72.653,Dairy Ice Cream,Milk,"","cucumber, white sugar, green color, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), pickles",,,1,,,,
286295,pickles juiced,1.0,g,"",0,0,"","","","",,,1,,,,
230068,Pie crust,1.0,each,Crust,2.509,2.509,"","Gluten, Milk","","water, butter, flour, salt, white sugar",,,1,,,,
230495,Pineapple Curd,1.0,each,servings,2.778,2.778,"","Eggs, Milk","","large eggs, white sugar, butter, cornstarch, salt, pineapple gmf",,,1,,,,
230496,"Pineapple, juiced",3.0,cup,,0,0,"","","","",,,1,,,,
275094,Pink Velvet Cake Icecream,2.0,each,Tubs,21430.106,10715.053,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","cream cheese frosting (powdered sugar, cream cheese, butter, light corn syrup, mexican vanilla 2x, sea salt), chocolate cake (white sugar, flour, buttermilk, water, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, baking powder, salt, baking soda, espresso powder, canola oil), chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), sourcream, white sugar, beet powder, gmf cake batter flavor, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
240201,Pistachio Rose Bark,1.0,g,"",34.483,34.483,"","Milk, Soy, Tree nuts","","white chocolate, pistachios, organic rose petals, rose extract",,,1,,,,
287313,Pistachio Rose Bark Icecream,2.5,each,tubs,56699.556,22679.822,Dairy Ice Cream,"Milk, Soy, Tree nuts","","pistachio rose bark (white chocolate, pistachios, organic rose petals, rose extract), green color, pistachio gmf, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
292869,Plain Chocolate Icecream,1.5,each,tubs,10908.794,7272.529,Dairy Ice Cream,"Milk, Soy","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), chocolate flavor, indonesian vanilla extract 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), trablit coffee extract",,,1,,,,
230433,Plain Pistachio Icecream,1.0,each,Tubs,33.098,33.098,Dairy Ice Cream,"Milk, Tree nuts","","pistachios, green color, pistachio gmf, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286638,Plain Strawberry Icecream,1.0,each,tub,136013.358,136013.358,Dairy Ice Cream,Milk,"","strawberry paste, strawberry puree, white sugar, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
275110,Plumped Raisins,4.0,lb,"",6.095,1.524,"","","","white sugar, water, raisins, cinnamon (powdered), oranges",,,1,,,,
286361,pluots (roasted),1.0,g,"",0,0,"","","","",,,1,,,,
275112,Pot o gold icecream,2.0,each,Tubs ,26131.018,13065.509,Dairy Ice Cream,"Gluten, Milk, Soy, Wheat","","golden oreo cookie butter (ingredients: unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, soybean and/or canola oil, palm oil, high fructose corn syrup, salt, baking soda, soy lecithin, natural and artificial flavor.contains: wheat, soy., milk, whole, baking vanilla, canola oil), rainbow sprinkles, green color, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286364,Prickly Pear Sorbet,1.5,each,tubs,2530.549,1687.032,"","","","water, prickly pear puree, white sugar, blood orange puree, glucose powder, ice bracer, citric acid powder",,,1,,,,
230253,Pumpkin Cake,1.0,each,Batch,60.531,60.531,"","Eggs, Gluten, Milk","","pumpkin puree, flour, white sugar, large eggs, butter, light brown sugar, pumpkin pie spice mix (cinnamon (powdered), nutmeg, ginger, all spice, cloves), baking powder, baking soda, salt, canola oil, vanilla bean paste",,,1,,,,
275107,Pumpkin CheeseCake Icecream,3.0,each,Tubs,26203.772,8734.591,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","cheesecake (cream cheese, white sugar, large eggs, milk, whole, sourcream, cornstarch, baking vanilla, salt), pumpkin puree, graham cracker, dark brown sugar, pumpkin pie spice mix (cinnamon (powdered), nutmeg, ginger, all spice, cloves), madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), pumpkin gmf",,,1,,,,
275106,Pumpkin Pie Icecream,2.0,each,Tubs,102.484,51.242,Dairy Ice Cream,Milk,"","pumpkin puree, dark brown sugar, pumpkin pie spice mix (cinnamon (powdered), nutmeg, ginger, all spice, cloves), madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), pumpkin gmf",,,1,,,,
230252,Pumpkin pie spice mix,1.0,g,"",1.67,1.67,"","","","cinnamon (powdered), nutmeg, ginger, all spice, cloves",,,1,,,,
275108,Pumpkin tiramisu Icecream,3.25,each,Tubs,1831.574,563.561,Dairy Ice Cream,"Eggs, Gluten, Milk, Wheat","","pumpkin puree, coffee syrup (water, white sugar, trablit coffee extract), mascarpone, lady fingers, mocha ripple (water, white sugar, light corn syrup, dark cocoa powder, espresso powder, baking vanilla), dark brown sugar, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), marsala wine, pumpkin gmf",,,1,,,,
231127,Pupsicles,1.0,each,servings,11.389,11.389,"","Milk, Peanuts","","greek yogurt, pumpkin puree, peanut butter, maple syrup",,,1,,,,
286362,Purple Pluot Sorbet,1.5,each,tubs,23.214,15.476,Sorbet,"","","water, pluot (red), white sugar, glucose powder, ice bracer, rose water, madagascar vanilla 2x (bourbon vanilla), citric acid powder",,,1,,,,
243823,Raspberry,1.0,each,servings,74.334,74.334,Dairy Ice Cream,Milk,"","raspberry puree, white sugar, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229046,Raspberry Lime Rickey,2.0,each,tubs,85.695,42.847,"","","","water, lime puree, raspberry puree, white sugar, glucose powder, ice bracer",,,1,,,,
290864,Raspberry Rose Truffle Icecream,2.0,each,tubs,12222.878,6111.439,Dairy Ice Cream,"Milk, Soy","","chocolate truffles (chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), heavy cream, light corn syrup, trablit coffee extract), raspberry puree, white sugar, rose water, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), rose truffles (rose extract)",,,1,,,,
230497,Raspberry Swirl,1.0,each,servings,15.818,15.818,"","","","raspberry puree, white sugar, water, fruit bracer, raspberry gmf, citric acid powder",,,1,,,,
275087,Red Berry Sorbet,1.5,each,Tubs,46.473,30.982,Sorbet,"","","water, white sugar, red currant puree, cherry puree, raspberry puree, glucose, ice bracer, citric acid powder",,,1,,,,
248633,Rhubarb Crisp Icecream,1.5,each,tubs,143353.451,95568.968,Dairy Ice Cream,"Gluten, Milk","","cinnamon crisp (white sugar, flour, butter, light brown sugar, baking vanilla, sea salt, cinnamon (powdered)), roasted rhubarb (rhubarb, cut and washed, light brown sugar, white vinegar), rhubarb puree, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), bourbon whiskey flavor (gmf)",,,1,,,,
262468,Ritz Cracker Crumble,1.0,each,batch,0.805,0.805,"","Gluten, Milk, Wheat","","ritz crackers, butter, light brown sugar, wildflower honey, baking vanilla, salt",,,1,,,,
231115,Roasted Apples,1.0,each,servings,0.155,0.155,"","","","water, white sugar, cinnamon (powdered)",,,1,,,,
287734,Roasted Bananas,1.0,g,"",0.694,0.694,"",Milk,"","bananas, light brown sugar, butter",,,1,,,,
231112,Roasted Carrots,250.0,g,"",0.647,0.00259,"",Milk,"","carrots, chopped and peeled, butter, light brown sugar, cinnamon (powdered)",,,1,,,,
239648,Roasted cherries,1.0,each,servings,1.357,1.357,"","","","cherries, for wine, white sugar, cornstarch",,,1,,,,
231107,Roasted Maple Walnuts,750.0,g,"",14.56,0.0194,"",Tree nuts,"","walnuts, maple syrup, salt",,,1,,,,
231117,Roasted Peaches,1.0,each,servings,1.59,1.59,"","","","peaches, light brown sugar",,,1,,,,
231116,Roasted Rhubarb,1.0,g,"",6.84,6.84,"","","","rhubarb, cut and washed, light brown sugar, white vinegar",,,1,,,,
231114,Roasted Strawberries,1500.0,g,single batch,8.287,0.00552,"","","","strawberries, frozen, white sugar",,,1,,,,
231119,Roasted Sweet Potatoes,1.0,each,servings,0,0,"","","","",,,1,,,,
231124,Rose Truffles,1.0,g,"",11.847,11.847,"","Milk, Soy","","chocolate truffles (chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), heavy cream, light corn syrup, trablit coffee extract), rose extract",,,1,,,,
230240,Rugelach dough,1.0,each,Batch,4.465,4.465,"","Gluten, Milk","","flour, butter, cream cheese, salt",,,1,,,,
230436,Rugelach Icecream,2.0,each,Tubs,62.982,31.491,Dairy Ice Cream,"Gluten, Milk, Tree nuts","","cream cheese, wet cinnamon walnuts (light corn syrup, water, white sugar, walnuts, baking vanilla, cinnamon (powdered)), rugelach dough (flour, butter, cream cheese, salt), apricot jam, white sugar, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
230258,Runny Sauce,4280.0,g,,18.073,0.00422,"",Soy,"","white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt, water",,,1,,,,
231126,Salted Caramel Ganache,1.0,each,servings,12.332,12.332,"","Milk, Soy","","chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), heavy cream, light corn syrup, salt, trablit coffee extract",,,1,,,,
248642,Salted Caramel Swirl (V) Ice Cream,1.5,each,tubs,72.11,48.073,Coconut Vegan Ice Cream,Tree nuts,"","organic tapioca syrup, organic cane sugar, organic white rice syrup, organic starch, natural flavors, pectin, salt, caramel color, annatto color , light brown sugar, gmf caramel flavor, salt, madagascar vanilla 2x (bourbon vanilla), gmf caramel color, annatto extract, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
262452,Salted Choco Chunk Cookies,25.0,each,cookies,10.552,0.422,"","Eggs, Gluten, Milk, Soy","","chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), flour, light brown sugar, butter, large eggs, white sugar, sea salt, baking vanilla, salt, baking soda, baking powder",,,1,,,,
286285,Salted Sage Pecan Icecream,1.5,each,tubs,41.38,27.587,Dairy Ice Cream,"Milk, Tree nuts","","pecans, sage gmf, sea salt, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
275116,Santa’s little helper icecream,2.25,each,Tubs,66.279,29.457,Dairy Ice Cream,"Artificial dye, Eggs, Gluten, Milk, Soy, Wheat","","sugar cookies (flour, white sugar, butter, large eggs, rainbow sprinkles, light brown sugar, baking soda, baking vanilla, salt), edible sugar cookie dough (heat treated flour, butter, white sugar, sanding sugar, cream of tartar, cornstarch, baking vanilla, salt, baking soda, baking powder), oreo pieces (unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor, red sprinkles, green sprinkles, green color, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229136,Sea Buckthorn Sorbet,1.0,each,tubs,58.797,58.797,"","","","water, sea buckthorn puree, white sugar, mango puree, glucose powder, ice bracer",,,1,,,,
230070,Shortbread,361.87,g,"",2.132,0.00589,"","Gluten, Milk","","flour, butter, powdered sugar, salt, baking vanilla",,,1,,,,
242223,Silky Ganache,1.0,each,servings,5.854,5.854,"","Milk, Soy","","chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), heavy cream, butter, light corn syrup",,,1,,,,
230225,Snickerdoodle cookie,1.0,g,"",5.257,5.257,"","Eggs, Gluten, Milk","","flour, white sugar, butter, large eggs, baking vanilla, cream of tartar, cinnamon (powdered), baking soda, salt",,,1,,,,
286371,Sorbet De' Normandie,1.5,each,tubs,70.126,46.751,Sorbet,"","","water, blackberry puree, white sugar, lemon puree, glucose powder, basil, ice bracer",,,1,,,,
286370,Soursop Sorbet,1.5,each,tubs,3009.709,2006.473,Sorbet,"","","soursop puree, water, white sugar, glucose, ice bracer, lemon oil",,,1,,,,
229612,Specialty sugar cookies,1.0,g,"",3.557,3.557,"","Eggs, Gluten, Milk, Tree nuts","","flour, butter, white sugar, large eggs, baking vanilla, salt, baking powder, almond extract",,,1,,,,
230434,Spumoni Ice Cream,3.0,each,Tubs,5894.74,1964.913,Dairy Ice Cream,"Milk, Soy, Tree nuts","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), cherry icecream (cherry puree, amarena cherries, white sugar, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)), cherry puree, pistachios, pie cherries, plain pistachio icecream (pistachios, green color, pistachio gmf, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)), white sugar, green color, milk chocolate icecream (mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)), chocolate flavor, tahitian vanilla, pistachio gmf, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), trablit coffee extract",,,1,,,,
248636,Strawberry Balsamic Ice Cream,2.75,each,tubs,58.404,21.238,Dairy Ice Cream,Milk,"","roasted strawberries (strawberries, frozen, white sugar), sourcream, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), grapes, wine vinegar, fig juice, naturally accruing sulfites",,,1,,,,
248539,Strawberry Hibiscus Sorbet,2.0,each,tubs,53.942,26.971,Sorbet,"","","water, white sugar, strawberry puree, hibiscus syrup (water, white sugar, hibiscus), strawberry paste, fruit bracer",,,1,,,,
228851,Strawberry Lemonade Sorbet,1.0,each,tubs,64.483,64.483,"","","","water, strawberry puree, white sugar, lemon puree, glucose powder, ice bracer",,,1,,,,
228848,Strawberry Sorbet,1.0,each,tubs,66.778,66.778,Sorbet,"","","water, strawberry puree, white sugar, glucose powder, ice bracer, citric acid powder, tahitian vanilla",,,1,,,,
248644,Sugar Baby Ice Cream,2.0,each,tubs,3329.595,1664.798,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy, Tree nuts, Wheat","","edible sugar cookie dough (heat treated flour, butter, white sugar, sanding sugar, cream of tartar, cornstarch, baking vanilla, salt, baking soda, baking powder), specialty sugar cookies (flour, butter, white sugar, large eggs, baking vanilla, salt, baking powder, almond extract), oreo pieces (unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor, red sprinkles, pink sprinkle, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229599,Sugar Cookies,1020.0,g,chopped,5.333,0.00523,"","Eggs, Gluten, Milk","","flour, white sugar, butter, large eggs, rainbow sprinkles, light brown sugar, baking soda, baking vanilla, salt",,,1,,,,
286406,Sugar Plum (dairy) Icecream,1.5,each,tubs,1002244.439,668162.959,Dairy Ice Cream,Milk,"","purple carrot extract, honey flavor (gmf), madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
242220,Sugared cranberries,1.0,g,"",0.838,0.838,"","","","white sugar, water, cranberries",,,1,,,,
286369,Super Sorbet,3.0,each,tubs,2129.569,709.856,Sorbet,"","","strawberry sorbet (water, strawberry puree, white sugar, glucose powder, ice bracer, citric acid powder, tahitian vanilla), blueberry sorbet (water, blueberry puree, white sugar, glucose powder, ice bracer, citric acid powder, madagascar vanilla 2x (bourbon vanilla)), lemon sorbet (water, lemon puree, white sugar, glucose, ice bracer, orange oil)",,,1,,,,
286296,Sweet Cream Icecream,1.5,each,tubs,38.705,25.803,Dairy Ice Cream,Milk,"","16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
276613,Sweet Potato Pie Icecream,2.5,each,Tubs,66.941,26.776,Dairy Ice Cream,"Gluten, Milk, Soy","","graham cracker, light brown sugar, mini marshmallows, madagascar vanilla 2x (bourbon vanilla), cinnamon (powdered), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
287737,Swiss Roll (yule log),2.0,each,logs,3.226,1.613,"","Eggs, Gluten, Soy","","large eggs, white sugar, flour, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, baking powder, salt, canola oil",,,1,,,,
236495,"Tall, Dark, and Spicy",1.0,each,tubs,12724.412,12724.412,Dairy Ice Cream,"Milk, Soy","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), cinnamon (powdered), chipotle chile, madagascar vanilla 2x (bourbon vanilla), espresso powder, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
248635,Tastes Great Together Icecream,2.3,each,tubs,19837.42,8624.965,Dairy Ice Cream,"Gluten, Milk, Peanuts, Soy, Tree nuts, Wheat","","edible cinnamon sugar cookie dough (light brown sugar, heat treated flour, butter, milk, whole, baking vanilla, cinnamon (powdered), salt), chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), peanut butter sauce, nutter butter, buckeyes (chocolate chips-large (sugar, unsweetened chocolate, cocoa butter, whole milk powder, soy
lecithin, vanilla extract), peanut butter, powdered sugar, sea salt, coconut oil), mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286297,The Chaperone Icecream,2.0,each,tub,9692.234,4846.117,Dairy Ice Cream,"Corn, Eggs, Milk, Soy, Tree nuts","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), milk chocolate (sugar, cocoa butter, chocolate, skim milk, lactose, milkfat, soy lecithin), peanuts, corn syrup, sugar, palm oil, skim milk, lactose, salt, egg whites, artificial flavor., mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), bourbon whiskey flavor (gmf)",,,1,,,,
284284,Thyme piecrust,1.0,g,"",2.885,2.885,"","Gluten, Milk","","flour, butter, water, white sugar, thyme, salt",,,1,,,,
229048,Tres Citrus Sorbet,1.0,each,tubs,105.775,105.775,"","","","water, white sugar, grapefruit puree, lemon puree, blood orange puree, glucose powder, lime puree, ice bracer, orange blossom water, orange oil",,,1,,,,
275082,Tuxedo Icecream (Oatrageous),1.0,each,Tubs,12857.033,12857.033,Oat Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","vegan fudge (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., soy milk, light corn syrup, vegan chocolate chips, maple syrup, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt), vegan white chocolate chips, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), espresso powder, chocolate flavor, indonesian vanilla extract 2x, trablit coffee extract",,,1,,,,
276618,Unicorn icecream,2.75,each,Tubs,33548.99,12199.633,Dairy Ice Cream,"Corn, Eggs, Milk, Soy","","blueberry jam (blueberries, frozen, white sugar, cinnamon (powdered)), strawberry puree, jett puff creme (corn syrup, sugar, water, dried egg whites, cream of tartar, xanthan gum, artificial and natural flavor), white choco covered fruity cereal (fruity cereal, white chocolate), white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
291704,V/GF apple cider donuts,1.0,g,"",88.827,88.827,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, tree top applesauce (apples, water, vitamin c), light brown sugar, cinnamon (powdered), baking powder, baking vanilla, salt, ginger, nutmeg, cardamom (powdered), apple cider, water, organic oats, organic sunflower oil, salt, potassium corbonate ",,,1,,,,
284903,V/GF Apple Spiced Granola Icecream,1.0,each,tub,7190.17,7190.17,Oat Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","v/gf granola (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., gluten free rolled oats, light brown sugar, maple syrup, dried apples, salt, cinnamon (powdered)), water, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, indonesian vanilla extract 2x, cinnamon (powdered), apple cider, cinnamon flavor",,,1,,,,
242289,V/Gf Blondies,1.0,g,"",4.82,4.82,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan white chocolate chips, light brown sugar, white sugar, water, maple syrup, potato starch, tapioca flour, baking soda, psyllium husk, baking soda, baking vanilla, salt",,,1,,,,
283628,V/gf Blue Moon (Peafection),1.5,each,tubs,602.5,401.667,Peafection Icecream,"Pea protein, Tree nuts","","vegan white choco fruity pebbles (fruity cereal, vegan white chocolate chips), blue moon flavor, peapal, spirulina powder, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
291703,V/GF Brookie Icecream,2.0,each,tubs,9445.403,4722.701,Coconut Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","v/gf brownies (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., white sugar, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), potato starch, tapioca flour, baking soda, psyllium husk, baking vanilla, salt), v/gf chocolate chip cookies (bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, white sugar, dark brown sugar, baking soda, baking vanilla, baking powder, sea salt, canola oil), gmf cake batter flavor, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
